customer_id,gender,age,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,churn
CUST00076,Male,54,39,72.66,309.6,Two year,Credit Card,,Yes
CUST00077,Male,18,20,24.73,3253.32,Two year,Electronic Check,DSL,Yes
CUST00078,Female,67,20,31.32,3426.21,Two year,Credit Card,Fiber Optic,No
CUST00079,Female,18,4,68.6,2433.1,One year,Bank Transfer,DSL,No
CUST00080,Female,59,46,44.42,2391.33,Two year,Electronic Check,,Yes
CUST00081,Female,45,58,65.21,4406.35,One year,Electronic Check,DSL,No
CUST00082,Male,64,55,101.01,1429.21,Month-to-month,Credit Card,,No
CUST00083,Female,55,47,72.1,5210.24,One year,Bank Transfer,DSL,No
CUST00084,Male,46,2,75.08,581.02,Two year,Credit Card,DSL,No
CUST00085,Female,66,10,61.45,8658.68,One year,Bank Transfer,,No
CUST00086,Male,50,62,92.14,6132.33,Two year,Electronic Check,Fiber Optic,No
CUST00087,Female,28,60,53.39,3281.3,Two year,Credit Card,Fiber Optic,Yes
CUST00088,Male,29,55,66.42,6630.16,One year,Credit Card,,Yes
CUST00089,Male,54,67,24.13,1838.91,One year,Electronic Check,Fiber Optic,No
CUST00090,Male,44,57,54.28,3640.43,One year,Credit Card,Fiber Optic,Yes
CUST00091,Female,26,56,29.01,4678.91,Two year,Electronic Check,,Yes
CUST00092,Female,29,18,42.11,3920.98,Two year,Credit Card,Fiber Optic,No
CUST00093,Male,41,7,57.29,4724.13,Two year,Credit Card,Fiber Optic,No
CUST00094,Male,40,59,33.43,2818.0,One year,Credit Card,DSL,Yes
CUST00095,Male,56,62,45.64,350.26,Month-to-month,Electronic Check,DSL,No
CUST00096,Female,45,24,35.55,7315.02,Two year,Bank Transfer,DSL,No
CUST00097,Female,23,54,101.77,4501.8,One year,Electronic Check,Fiber Optic,No
CUST00098,Male,70,16,65.9,4823.35,One year,Bank Transfer,DSL,No
CUST00099,Male,68,23,109.63,6305.9,One year,Electronic Check,Fiber Optic,No
CUST00100,Female,62,67,48.5,1370.29,One year,Electronic Check,DSL,No
CUST00101,Male,18,48,114.68,8654.18,Month-to-month,Credit Card,DSL,No
CUST00102,Female,25,3,46.72,3973.67,Two year,Credit Card,Fiber Optic,Yes
CUST00103,Male,20,22,27.32,5371.34,Two year,Bank Transfer,DSL,No
CUST00104,Male,23,30,115.13,2544.12,One year,Electronic Check,,No
CUST00105,Male,26,22,34.51,8572.61,Two year,Bank Transfer,,No
CUST00106,Female,51,67,95.94,6719.84,Two year,Bank Transfer,DSL,Yes
CUST00107,Male,38,31,55.58,8857.5,Month-to-month,Bank Transfer,DSL,Yes
CUST00108,Male,54,28,98.16,415.09,Two year,Bank Transfer,DSL,No
CUST00109,Female,50,71,80.72,7974.08,One year,Electronic Check,DSL,Yes
CUST00110,Female,68,63,103.37,8508.88,Month-to-month,Electronic Check,Fiber Optic,No
CUST00111,Female,44,67,29.46,5930.12,Month-to-month,Electronic Check,,No
CUST00112,Female,52,62,63.3,5861.81,Month-to-month,Electronic Check,Fiber Optic,No
CUST00113,Female,56,32,103.46,4951.08,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00114,Male,65,3,85.18,5450.56,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00115,Male,25,59,42.98,4137.73,One year,Bank Transfer,DSL,No
CUST00116,Male,29,39,100.46,6645.57,Two year,Electronic Check,,No
CUST00117,Male,48,52,104.29,6193.52,One year,Electronic Check,DSL,Yes
CUST00118,Female,60,31,33.51,2824.75,Month-to-month,Bank Transfer,DSL,No
CUST00119,Male,21,65,92.56,2642.21,Two year,Credit Card,Fiber Optic,Yes
CUST00120,Female,46,31,29.16,5649.59,Month-to-month,Electronic Check,Fiber Optic,No
CUST00121,Male,27,23,46.33,5836.39,Month-to-month,Electronic Check,DSL,No
CUST00122,Female,50,62,49.5,1607.2,One year,Credit Card,Fiber Optic,No
CUST00123,Female,24,44,56.21,3461.98,Two year,Electronic Check,DSL,Yes
CUST00124,Female,40,45,83.2,7063.32,Month-to-month,Credit Card,Fiber Optic,No
CUST00125,Male,70,43,41.96,5974.53,Two year,Electronic Check,,No
CUST00126,Female,37,4,117.21,3038.59,Two year,Electronic Check,,Yes
CUST00127,Male,67,39,81.2,756.0,Month-to-month,Electronic Check,,Yes
CUST00128,Male,25,5,23.17,4826.54,Two year,Electronic Check,,Yes
CUST00129,Male,69,6,102.42,2835.78,One year,Electronic Check,,No
CUST00130,Male,35,65,40.24,1985.3,Two year,Bank Transfer,Fiber Optic,Yes
CUST00131,Female,52,11,93.31,5307.09,Two year,Credit Card,,No
CUST00132,Female,31,3,117.68,5927.53,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00133,Female,48,60,88.78,486.85,Two year,Electronic Check,DSL,Yes
CUST00134,Female,18,29,102.41,4332.15,Two year,Bank Transfer,DSL,No
CUST00135,Female,46,4,39.65,6402.82,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00136,Female,45,24,90.56,7050.65,One year,Bank Transfer,,No
CUST00137,Female,65,66,49.82,2837.67,Two year,Bank Transfer,DSL,No
CUST00138,Female,18,55,86.85,7572.6,Two year,Credit Card,,No
CUST00139,Male,34,51,44.0,5566.23,One year,Electronic Check,,No
CUST00140,Female,26,61,93.11,481.91,Two year,Bank Transfer,,Yes
CUST00141,Male,26,43,109.58,1422.6,Two year,Bank Transfer,Fiber Optic,Yes
CUST00142,Male,44,40,39.21,3932.12,Month-to-month,Bank Transfer,DSL,Yes
CUST00143,Female,51,57,104.54,7987.5,Two year,Credit Card,DSL,Yes
CUST00144,Male,35,41,58.83,4165.48,One year,Electronic Check,DSL,Yes
CUST00145,Male,23,31,25.51,3776.2,One year,Bank Transfer,Fiber Optic,No
CUST00146,Male,20,48,110.89,6226.03,Two year,Electronic Check,,Yes
CUST00147,Female,54,48,105.33,3333.45,Two year,Electronic Check,Fiber Optic,Yes
CUST00148,Male,42,45,40.9,1390.77,One year,Electronic Check,,Yes
CUST00149,Male,61,31,87.39,4872.27,One year,Credit Card,DSL,No
CUST00150,Male,37,28,26.66,1277.5,Two year,Bank Transfer,,No
CUST00151,Male,37,38,72.9,2599.74,Two year,Electronic Check,Fiber Optic,Yes
CUST00152,Female,27,2,51.2,6988.02,One year,Bank Transfer,,Yes
CUST00153,Female,25,44,94.93,7505.95,One year,Electronic Check,Fiber Optic,No
CUST00154,Male,46,24,52.75,6078.26,Month-to-month,Credit Card,,No
CUST00155,Female,54,24,49.94,7076.03,One year,Electronic Check,DSL,No
CUST00156,Female,39,9,35.84,3047.61,Month-to-month,Electronic Check,Fiber Optic,No
CUST00157,Male,22,33,84.81,2567.42,Two year,Credit Card,,Yes
CUST00158,Female,33,38,24.44,7730.88,One year,Electronic Check,,No
CUST00159,Female,56,48,46.97,3144.05,One year,Bank Transfer,DSL,No
CUST00160,Female,45,70,113.96,8434.98,Two year,Credit Card,DSL,No
CUST00161,Female,47,44,46.88,1388.09,Month-to-month,Credit Card,,No
CUST00162,Female,41,11,56.74,8062.11,Two year,Bank Transfer,Fiber Optic,Yes
CUST00163,Male,67,48,54.47,8113.37,One year,Electronic Check,,No
CUST00164,Male,68,1,51.04,4514.47,Month-to-month,Electronic Check,DSL,Yes
CUST00165,Male,59,8,21.27,1956.75,Month-to-month,Electronic Check,DSL,Yes
CUST00166,Female,69,15,26.36,4871.03,Month-to-month,Electronic Check,,Yes
CUST00167,Male,55,50,35.87,6844.46,One year,Bank Transfer,DSL,No
CUST00168,Female,59,62,61.77,1497.05,Month-to-month,Bank Transfer,,Yes
CUST00169,Female,31,4,84.58,7188.65,One year,Bank Transfer,,Yes
CUST00170,Female,29,41,111.36,7294.28,Month-to-month,Bank Transfer,DSL,Yes
CUST00171,Female,48,11,59.82,6996.81,Two year,Electronic Check,Fiber Optic,No
CUST00172,Female,69,11,45.43,7255.72,Month-to-month,Bank Transfer,DSL,No
CUST00173,Male,62,65,104.7,7577.62,Two year,Credit Card,DSL,No
CUST00174,Female,46,33,73.8,2228.48,Month-to-month,Credit Card,,Yes
CUST00175,Male,44,33,52.29,857.19,One year,Electronic Check,,No
CUST00176,Female,25,25,114.11,6087.77,One year,Electronic Check,,No
CUST00177,Male,30,3,101.73,5361.09,One year,Electronic Check,,Yes
CUST00178,Male,55,42,69.39,3889.27,One year,Electronic Check,Fiber Optic,Yes
CUST00179,Female,24,33,49.55,3191.99,One year,Bank Transfer,Fiber Optic,Yes
CUST00180,Male,46,1,112.5,8772.95,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00181,Male,19,30,25.25,4125.25,One year,Electronic Check,Fiber Optic,No
CUST00182,Male,61,41,81.69,3684.47,Month-to-month,Bank Transfer,,Yes
CUST00183,Male,57,6,28.09,3616.55,One year,Credit Card,DSL,No
CUST00184,Male,37,72,22.23,6850.46,Month-to-month,Credit Card,DSL,No
CUST00185,Female,58,2,98.68,4486.9,Two year,Bank Transfer,Fiber Optic,Yes
CUST00186,Male,38,46,28.34,516.21,One year,Credit Card,Fiber Optic,Yes
CUST00187,Male,34,9,109.77,1029.11,One year,Electronic Check,,Yes
CUST00188,Male,49,28,77.1,6864.29,Two year,Credit Card,,No
CUST00189,Female,64,42,91.35,1021.06,One year,Credit Card,DSL,Yes
CUST00190,Female,22,68,41.88,8746.26,Two year,Bank Transfer,DSL,No
CUST00191,Male,30,70,40.83,3703.8,Two year,Credit Card,DSL,No
CUST00192,Female,43,67,109.4,406.63,Two year,Credit Card,Fiber Optic,No
CUST00193,Male,65,38,119.23,5794.69,Two year,Bank Transfer,Fiber Optic,Yes
CUST00194,Male,57,53,43.34,8785.67,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00195,Female,65,20,48.88,7400.01,Month-to-month,Electronic Check,DSL,No
CUST00196,Male,30,15,35.92,6602.24,One year,Electronic Check,,Yes
CUST00197,Female,60,63,81.25,6254.73,Month-to-month,Credit Card,,Yes
CUST00198,Female,19,44,49.21,5434.71,Two year,Bank Transfer,,No
CUST00199,Male,38,39,53.45,5683.85,Month-to-month,Credit Card,DSL,Yes
CUST00200,Male,61,37,85.33,8222.92,Month-to-month,Electronic Check,Fiber Optic,No
CUST00201,Male,40,46,82.36,6132.21,One year,Credit Card,DSL,Yes
CUST00202,Male,47,28,61.46,204.0,One year,Electronic Check,,No
CUST00203,Female,70,67,82.79,2831.58,One year,Bank Transfer,,Yes
CUST00204,Female,29,58,78.36,8419.92,One year,Electronic Check,Fiber Optic,Yes
CUST00205,Male,32,14,58.1,5299.47,Two year,Credit Card,DSL,No
CUST00206,Female,66,40,100.25,2629.37,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00207,Male,36,30,110.16,2973.02,One year,Credit Card,DSL,No
CUST00208,Female,49,23,98.0,670.91,Two year,Bank Transfer,DSL,Yes
CUST00209,Female,39,21,105.54,7175.54,One year,Electronic Check,Fiber Optic,No
CUST00210,Male,25,66,31.34,800.4,Two year,Electronic Check,DSL,Yes
CUST00211,Male,39,70,100.68,4591.42,One year,Electronic Check,,No
CUST00212,Female,25,67,111.99,5405.99,Month-to-month,Credit Card,DSL,No
CUST00213,Female,58,25,29.82,4807.15,One year,Credit Card,DSL,Yes
CUST00214,Female,18,38,57.8,8275.64,One year,Bank Transfer,Fiber Optic,Yes
CUST00215,Male,33,22,98.1,6919.2,Two year,Electronic Check,DSL,No
CUST00216,Male,69,31,58.98,2623.63,Month-to-month,Bank Transfer,,Yes
CUST00217,Female,30,63,63.28,2379.33,Month-to-month,Credit Card,,No
CUST00218,Male,42,69,74.08,1678.5,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00219,Male,55,53,88.26,6348.76,One year,Bank Transfer,Fiber Optic,No
CUST00220,Female,37,6,29.89,5063.91,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00221,Male,20,70,103.94,5227.56,Two year,Bank Transfer,Fiber Optic,No
CUST00222,Male,20,30,64.69,1943.18,Two year,Bank Transfer,DSL,Yes
CUST00223,Female,32,1,40.0,7525.28,Two year,Credit Card,DSL,Yes
CUST00224,Male,42,51,73.35,7436.43,Month-to-month,Bank Transfer,,No
CUST00225,Female,32,6,91.07,7100.83,Two year,Credit Card,Fiber Optic,No
CUST00226,Female,33,5,115.66,6294.34,Two year,Bank Transfer,Fiber Optic,Yes
CUST00227,Female,69,31,95.63,4224.79,Two year,Electronic Check,,Yes
CUST00228,Male,58,59,56.39,5915.58,One year,Electronic Check,,No
CUST00229,Female,63,60,45.63,539.84,One year,Bank Transfer,,Yes
CUST00230,Male,63,30,66.98,2942.69,One year,Bank Transfer,,Yes
CUST00231,Male,30,52,61.04,6981.46,One year,Bank Transfer,DSL,Yes
CUST00232,Female,29,59,109.8,7020.25,Two year,Bank Transfer,DSL,Yes
CUST00233,Female,45,39,111.35,8455.32,Two year,Credit Card,,Yes
CUST00234,Male,19,36,31.92,2315.89,One year,Bank Transfer,,No
CUST00235,Female,67,48,59.49,3184.74,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00236,Female,51,41,42.45,3514.99,Month-to-month,Bank Transfer,DSL,No
CUST00237,Female,52,9,106.09,602.29,Month-to-month,Credit Card,DSL,No
CUST00238,Female,19,40,35.6,3583.92,Month-to-month,Credit Card,DSL,Yes
CUST00239,Female,28,40,86.73,8631.07,Two year,Bank Transfer,,No
CUST00240,Male,18,22,81.0,6293.73,One year,Bank Transfer,Fiber Optic,Yes
CUST00241,Male,32,25,25.76,2668.02,Two year,Credit Card,Fiber Optic,Yes
CUST00242,Female,25,65,66.95,1642.48,Two year,Electronic Check,,Yes
CUST00243,Male,53,51,37.08,6224.22,Month-to-month,Bank Transfer,,No
CUST00244,Female,54,20,23.51,6907.0,Month-to-month,Electronic Check,,Yes
CUST00245,Female,41,6,37.23,4748.29,Month-to-month,Credit Card,Fiber Optic,No
CUST00246,Female,30,67,20.78,7543.99,Month-to-month,Electronic Check,Fiber Optic,No
CUST00247,Male,70,56,75.95,8581.66,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00248,Female,46,55,66.04,5270.76,Month-to-month,Electronic Check,,No
CUST00249,Male,44,33,91.38,1542.37,Two year,Bank Transfer,DSL,Yes
CUST00250,Male,62,39,85.92,1236.71,Month-to-month,Credit Card,DSL,Yes
CUST00251,Female,62,31,80.09,1803.44,Two year,Credit Card,,Yes
CUST00252,Male,55,12,36.7,6185.57,Two year,Credit Card,Fiber Optic,No
CUST00253,Male,63,51,64.89,8327.62,Two year,Bank Transfer,,Yes
CUST00254,Female,67,45,89.7,3006.06,Month-to-month,Electronic Check,DSL,Yes
CUST00255,Male,34,63,112.75,4308.48,Two year,Credit Card,DSL,No
CUST00256,Male,25,11,55.0,4393.19,Month-to-month,Electronic Check,,Yes
CUST00257,Male,41,59,46.09,7531.0,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00258,Male,39,31,75.67,474.27,Two year,Electronic Check,Fiber Optic,Yes
CUST00259,Female,55,36,52.23,4360.73,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00260,Female,57,28,76.83,5808.34,Two year,Bank Transfer,DSL,No
CUST00261,Male,65,2,54.53,4836.42,Two year,Electronic Check,Fiber Optic,Yes
CUST00262,Male,69,56,58.59,7859.08,Two year,Bank Transfer,DSL,Yes
CUST00263,Female,57,63,39.88,1359.59,One year,Credit Card,,No
CUST00264,Male,68,1,21.61,8865.33,Two year,Credit Card,,No
CUST00265,Male,52,67,96.7,1999.95,Two year,Credit Card,Fiber Optic,No
CUST00266,Female,70,14,26.91,8894.38,One year,Electronic Check,Fiber Optic,Yes
CUST00267,Female,18,30,33.02,4950.17,Month-to-month,Bank Transfer,DSL,Yes
CUST00268,Female,51,27,22.98,1012.35,Month-to-month,Bank Transfer,DSL,No
CUST00269,Female,44,59,105.18,6034.4,Two year,Bank Transfer,DSL,No
CUST00270,Female,70,40,84.93,2826.57,One year,Bank Transfer,Fiber Optic,Yes
CUST00271,Female,51,62,65.3,1023.66,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00272,Female,59,72,83.16,4039.03,One year,Electronic Check,DSL,Yes
CUST00273,Male,70,32,119.0,1873.05,One year,Credit Card,,Yes
CUST00274,Female,69,60,41.66,7866.13,Two year,Electronic Check,,No
CUST00275,Male,31,44,111.9,1804.89,Two year,Electronic Check,Fiber Optic,No
CUST00276,Female,50,6,51.48,5937.68,Month-to-month,Electronic Check,,Yes
CUST00277,Female,61,27,93.37,8073.16,Two year,Electronic Check,DSL,No
CUST00278,Female,47,48,117.52,1469.59,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00279,Female,26,58,20.04,6034.45,One year,Electronic Check,,Yes
CUST00280,Female,46,4,98.36,8293.38,One year,Bank Transfer,Fiber Optic,Yes
CUST00281,Male,50,10,36.77,2856.82,Two year,Bank Transfer,,Yes
CUST00282,Male,42,18,29.65,5880.6,Month-to-month,Credit Card,,No
CUST00283,Male,50,67,102.33,2601.34,One year,Credit Card,DSL,Yes
CUST00284,Female,41,68,81.04,4678.83,Two year,Bank Transfer,Fiber Optic,No
CUST00285,Female,61,42,114.19,6665.79,One year,Electronic Check,DSL,Yes
CUST00286,Male,59,23,89.99,5081.4,Two year,Bank Transfer,Fiber Optic,No
CUST00287,Female,23,42,103.46,1430.91,Two year,Bank Transfer,,No
CUST00288,Male,69,65,27.34,3776.97,Two year,Bank Transfer,Fiber Optic,No
CUST00289,Male,45,29,21.34,2540.72,One year,Electronic Check,Fiber Optic,No
CUST00290,Female,37,38,76.86,3409.35,One year,Bank Transfer,,Yes
CUST00291,Male,48,68,30.53,7890.02,One year,Bank Transfer,Fiber Optic,No
CUST00292,Male,51,35,76.48,5340.93,One year,Credit Card,DSL,Yes
CUST00293,Male,47,58,69.35,248.4,Month-to-month,Bank Transfer,,No
CUST00294,Female,34,68,95.35,7462.7,Month-to-month,Credit Card,,Yes
CUST00295,Male,49,71,22.09,8635.52,One year,Bank Transfer,DSL,Yes
CUST00296,Female,36,53,57.86,1497.62,Two year,Electronic Check,Fiber Optic,No
CUST00297,Female,51,17,24.02,1567.07,One year,Bank Transfer,DSL,No
CUST00298,Male,45,26,97.09,2621.6,Two year,Bank Transfer,DSL,No
CUST00299,Female,69,18,114.19,8613.18,Two year,Credit Card,Fiber Optic,No
CUST00300,Male,46,28,116.48,6364.03,Two year,Credit Card,,Yes
CUST00301,Female,51,71,82.4,7342.63,Two year,Credit Card,DSL,Yes
CUST00302,Male,59,54,112.6,5109.27,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00303,Male,35,62,61.42,5114.12,Month-to-month,Bank Transfer,DSL,No
CUST00304,Female,62,9,68.73,8223.91,One year,Bank Transfer,,No
CUST00305,Female,27,45,76.13,1285.26,Two year,Electronic Check,,No
CUST00306,Female,28,51,24.32,3032.96,One year,Electronic Check,,Yes
CUST00307,Female,24,38,100.72,2729.84,One year,Credit Card,DSL,Yes
CUST00308,Female,49,64,38.46,6672.08,Two year,Bank Transfer,Fiber Optic,Yes
CUST00309,Male,70,56,104.44,8453.3,Two year,Bank Transfer,,Yes
CUST00310,Female,22,43,92.47,4513.42,Two year,Bank Transfer,Fiber Optic,No
CUST00311,Female,24,32,84.57,7225.63,Month-to-month,Bank Transfer,DSL,Yes
CUST00312,Male,22,8,81.16,8070.15,One year,Credit Card,,No
CUST00313,Female,51,65,87.07,3973.48,Month-to-month,Electronic Check,Fiber Optic,No
CUST00314,Male,35,57,118.55,8307.98,One year,Electronic Check,DSL,No
CUST00315,Female,70,30,96.39,5501.02,Month-to-month,Electronic Check,Fiber Optic,No
CUST00316,Female,40,8,42.61,4486.25,Two year,Credit Card,DSL,No
CUST00317,Female,39,13,80.4,7008.54,Month-to-month,Electronic Check,DSL,No
CUST00318,Female,20,30,95.56,4882.57,Month-to-month,Electronic Check,DSL,Yes
CUST00319,Female,69,58,117.98,6653.59,One year,Bank Transfer,,No
CUST00320,Male,41,62,115.46,2042.51,One year,Bank Transfer,Fiber Optic,Yes
CUST00321,Female,45,3,99.42,4071.11,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00322,Female,53,55,61.72,7108.38,Month-to-month,Bank Transfer,,Yes
CUST00323,Male,23,57,28.01,1393.91,Two year,Credit Card,,No
CUST00324,Female,27,30,51.39,5236.21,Month-to-month,Electronic Check,DSL,No
CUST00325,Female,27,22,74.33,1378.46,Month-to-month,Bank Transfer,,Yes
CUST00326,Female,58,27,64.41,3423.92,One year,Bank Transfer,DSL,No
CUST00327,Male,24,26,29.76,7244.61,One year,Bank Transfer,DSL,No
CUST00328,Female,35,62,112.46,1917.93,One year,Credit Card,DSL,No
CUST00329,Male,26,30,63.06,7170.47,One year,Credit Card,,Yes
CUST00330,Male,42,56,112.21,8799.61,Two year,Bank Transfer,,Yes
CUST00331,Male,31,14,53.8,2041.32,Two year,Bank Transfer,Fiber Optic,No
CUST00332,Male,68,9,34.84,3032.52,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00333,Male,70,23,43.87,3051.6,Month-to-month,Bank Transfer,DSL,Yes
CUST00334,Male,20,1,61.97,4142.39,Two year,Electronic Check,,No
CUST00335,Male,60,72,64.55,3313.92,One year,Credit Card,Fiber Optic,Yes
CUST00336,Female,42,69,99.13,7394.36,Month-to-month,Credit Card,Fiber Optic,No
CUST00337,Male,59,65,108.65,4894.18,Two year,Electronic Check,DSL,No
CUST00338,Male,22,17,35.96,1800.43,One year,Credit Card,Fiber Optic,No
CUST00339,Female,51,14,51.26,5852.13,Two year,Electronic Check,Fiber Optic,Yes
CUST00340,Female,27,27,116.37,8876.04,One year,Bank Transfer,DSL,No
